item_id;vectors
21;0.7294718|0.0848797|0.16872476|-0.0957948|-0.6635728|-0.55616015|-0.37320173|0.73672724|0.20544997|-0.8435743|0.58221966|0.5457915|0.51359725|-0.2983596|0.7373886|-0.078496635|0.1541808|-0.65417856|-0.050056323|-1.2333364|-0.22561562|-0.04757783|-0.33374795|0.26255503|0.73046196|0.15362176|0.043689847|0.091671705|0.22421353|-0.25524533|-0.1850717|-0.040159196|0.13830951|-0.6051687|-0.19526276|-0.5650599|-1.0325705|-0.0152722|0.15331462|-0.1313601|0.6572986|0.77621615|-0.4557857|-0.043141276|-0.6626743|-0.19189447|-0.9661096|-0.87556374|-0.39070174|0.30921447|0.19964232|0.34280455|-0.5882262|0.23260087|0.56213766|-0.29075953|-0.2676373|0.27357182|-0.28291902|0.040987134|0.11925244|-1.206199|0.25511354|0.21125667|-0.008610845|0.45822173|0.47609618|0.10895129|0.057049364|-0.1479944|-0.60866404|-0.2431517|-0.45367932|-0.015486479|0.103733204|-0.06130341|0.57221186|1.1663826|-0.036633343|0.0989809|-0.4550326|1.2253128|0.5469173|0.1316686|-0.016364872|0.53774464|-0.120782614|-0.3744072|-0.6697579|0.7819669|-0.1856455|-0.0009800345|-0.2639993|0.40519023|0.37165973|0.6919523|-0.064083844|0.58535755|0.31114972|0.79937494
22;0.37993994|0.1091063|0.1372498|0.6011478|-0.5531501|-0.7200558|0.037661433|0.26453936|0.76950747|-0.6402017|0.36443955|0.13976103|0.7240249|0.060641974|0.16044906|0.5669773|0.3958491|-0.6872807|0.7061214|-0.78676856|0.35289243|-0.04313986|-0.06472963|0.41212553|-0.04271543|0.53912276|-0.8218978|-0.7974721|0.004821554|0.46986383|-0.017166466|0.008159921|0.15238968|-0.81367725|0.0131216645|-0.14032698|-0.34538332|0.22881168|0.43363237|-0.3354741|0.54070586|0.4227782|-0.38311607|-1.0188727|-0.4607067|-0.27980655|-0.57704204|0.056628793|-0.13918158|-0.22588867|-0.21698356|0.08376399|0.09153831|0.9204681|-0.054315936|-0.24276306|-0.50755966|0.6704668|-0.43679133|0.07418841|-0.58022594|0.08195317|0.4036823|0.43414322|0.5169338|0.9119643|0.09430742|-0.181266|-0.2478667|-0.17902651|-0.13519737|-0.8281007|-0.14412183|0.41730818|0.55064744|0.0860767|0.6532812|0.3968328|-0.85335624|-0.09074399|-0.64425063|0.11238289|-0.5616881|-0.5024067|-0.77841234|0.9903893|-0.053126752|0.33068654|0.28926322|0.5796237|-0.79673624|0.05138351|-0.08355132|0.29667497|0.5296757|0.34427166|0.676344|0.6103555|-0.3913328|0.29588363
23;0.28808048|0.8559023|0.81656927|0.23544487|-0.5769333|-0.39138585|0.08445242|0.36550152|0.25880533|-1.1447766|0.40584835|1.0832411|0.05307731|-0.1793399|1.065798|0.10801524|0.3083288|-0.38599688|-0.10989953|-0.34589714|0.7374845|0.17411529|-0.25793582|0.15711284|0.48989975|0.46444634|0.7392642|-0.34835804|-0.11385776|-0.5000073|-0.43549657|-0.16027068|-0.029945672|-0.5697904|0.18351199|-0.99466383|0.36550164|1.3499538|0.2511241|-0.3252822|1.2252204|0.37473515|-0.4176587|-0.46524227|-0.79709756|0.6235595|-0.21897793|-0.5206966|0.27736378|0.11159649|0.664343|0.52190506|0.50850457|0.07417646|0.42225748|0.13907751|-0.33594292|0.35816386|-0.2561314|0.2438026|-0.026711121|-0.5851605|0.36815447|0.61392486|0.06578581|0.58954585|-0.46716756|-0.022744484|0.44261578|-0.36561605|-0.255978|-0.23450072|0.33267877|-0.17550324|1.0930378|0.09799375|0.14580338|0.7394816|-0.8178102|-0.31796592|-0.095288396|0.7593279|-0.4699761|-0.8033781|0.2497673|0.5517288|0.65971994|-0.30598557|-0.26999292|-0.11706203|0.3040198|-0.32319102|0.19278315|0.78284895|-0.34079754|-0.1447539|0.16036135|0.33041736|0.134988|0.502712
24;0.22208366|0.39608783|0.6234429|0.44253808|-0.56604576|-1.3751218|-0.31590188|0.33692592|0.41016886|-1.2997327|0.58656156|1.1564684|-0.08638975|-0.61274743|0.47497553|-0.43275616|0.08527636|-0.1517382|-0.59338295|-0.5442132|0.8844244|0.5991611|-0.06937599|-0.13909179|-0.13240677|0.6267689|0.24677029|0.011315078|0.43084916|-0.214455|-0.17779806|0.27316827|0.8597244|-0.37056148|0.33458978|-0.924469|-0.32485923|0.45182905|0.60966855|-0.3598338|0.4270227|0.5719964|-0.36427656|-0.13652274|0.13228309|0.5676998|-0.9555042|-0.27464786|0.022839457|0.0314797|-0.3173758|0.01572971|-0.1921254|0.21011616|-0.13746032|-0.027337372|-0.41903296|0.7222756|-0.97537273|0.4367995|-0.67727125|0.114326894|0.55019796|0.24003407|-0.105140686|0.6046803|0.2734041|0.3072546|0.43339062|0.14484677|0.50673723|0.39912373|0.65564287|0.31380346|0.19447052|-0.21864945|0.4889996|0.79490423|-0.67075443|-0.46101218|-0.9395795|-0.0220007|-0.11435853|-0.84900683|0.16048068|-0.1919223|-0.04628551|0.12635055|-0.28541026|-0.0158512|-0.27768418|0.19713815|0.10849368|0.34065995|0.24123225|0.25557357|0.45946044|0.47990268|0.13575478|1.2143576
25;0.89477766|0.67938226|0.47250137|-0.13783354|-0.8276978|-0.4329285|0.11410394|0.054149985|0.6261566|-0.55893874|0.3316227|0.036040485|0.3982672|-0.059467725|0.069479436|-0.16881719|0.264632|-0.5079402|-0.65262705|-0.5885999|0.059111744|-0.13285622|0.3906921|0.06439859|0.45318657|0.031790614|0.6662972|-0.23498178|-0.015573919|-0.2218454|-0.08226881|0.39058352|-0.023307055|-0.43783844|0.7463654|-0.23109451|-0.7086358|0.8561185|0.8150178|0.065426685|0.6519591|0.4753583|-0.23357207|-0.4199509|-0.69492984|-0.19669795|-0.7793948|-0.17057773|-0.13596019|-0.081602976|0.010812819|-0.3624948|0.10907358|0.26972985|0.49672574|-0.9328141|-0.17629787|0.6181019|-0.17517725|-0.7304839|-0.23253697|-0.26501524|0.6204084|0.4610372|0.4945232|0.5974477|-0.52720326|0.081898294|0.3284115|-0.2135107|-0.09394477|-0.41481757|0.20605433|-0.085268795|0.17747635|0.16329017|0.55513084|0.5621881|0.030700713|-0.024831802|-0.8127203|0.65835834|0.12212128|-0.28978157|-0.32469288|0.13745663|0.3127361|-0.07582797|0.27313203|0.5569867|-0.14090058|0.08226423|0.252158|0.6921926|-0.21613061|0.3093738|0.32212856|0.49602073|-0.0762197|0.73386335
26;0.6284919|0.6206191|0.32341662|0.3725362|-1.1771799|-0.100682974|-0.019002289|0.38308066|0.35362116|-0.54407895|-0.1410717|0.48085943|0.63090193|-0.20722373|0.5961001|0.16957483|0.5226245|-0.7296525|-0.1302703|-0.16739193|0.44831806|0.22603685|-0.105916284|0.32726574|0.1804737|0.51347923|0.6211462|-0.14374514|-0.054325745|0.21518257|-0.13522829|-0.34874982|0.13881914|-0.48493358|0.30653745|-1.2772675|-0.5481066|0.05079922|0.8366122|-0.013158046|0.9286984|0.2571926|-0.8299657|-0.08138138|-0.4680408|0.41185474|-0.76143616|-0.64402497|0.036500163|-0.14241332|0.8056271|0.53559184|0.11520626|0.27047852|-0.3149553|-0.4152853|-0.6612334|0.3981833|-0.23797971|0.5493276|0.4943862|-0.08372179|0.058402836|0.46004498|0.60325813|0.09447282|-0.5959059|0.38955778|0.22618504|0.101973236|-0.1363861|0.10539077|0.0608363|-0.066146016|0.36408684|-0.17198339|0.2561432|-0.10343182|-0.5320572|-0.33085465|-0.05724287|0.7587718|-0.13690743|-0.14511259|-0.13763571|0.8205848|0.43000263|-0.4511301|-0.16984692|0.6556114|-0.03256996|-0.2710752|-0.12931745|0.9102043|0.37679386|0.11806689|0.22020487|0.3579598|-0.006475717|0.51236457
27;0.2901908|0.719497|0.5600672|0.497087|-0.39021033|-0.7371845|-0.33310154|0.22771682|-0.32304683|-0.28401658|0.90705776|0.75734663|0.07016197|0.16345455|-0.2664701|-0.39335904|0.35559362|-0.80015534|-0.34538054|-0.85018265|0.47108415|0.5590544|-0.4141049|0.03967823|0.61119664|1.0675613|-0.18424398|0.15428236|-0.5705834|-0.2752522|-0.17195962|-0.367794|0.508364|-0.56181103|0.42974386|-0.3839318|-0.5870312|0.61419094|0.20791025|-0.2769536|0.62347376|0.3839576|-0.5545367|-0.5625223|-0.5351615|0.18866868|-0.88843954|-0.548836|-0.3093425|-0.18977445|0.027669072|0.13234328|-0.0018085539|0.8411497|-0.5058736|-0.042038023|-0.009537131|0.9191926|-0.680747|0.09366624|0.276471|-0.502801|0.25573167|0.13005808|0.019702941|0.4333853|-1.0921937|0.3454941|0.14883396|-0.08545765|0.3434324|0.0635622|1.0904498|0.06731647|0.4997481|-0.4688155|0.25015804|0.36641383|0.10379377|-0.014741585|-0.54028726|0.97983646|0.32999876|0.5145358|-0.24086754|0.0016931891|0.040982768|-0.23331195|0.4182656|1.0176194|-0.017368272|-0.6543873|-0.20425323|-0.07809806|-0.049008675|0.9881097|0.24537605|0.046878636|0.16496392|-0.14900422
28;0.38594696|0.44556278|0.36224717|0.3282151|-0.6801244|-0.15823948|-0.72661936|0.429812|0.24653259|-0.94922733|0.34153315|0.58102757|0.48970556|-0.6007666|0.6915514|-0.32210478|0.028571635|-0.45740393|-0.26247132|-0.5376565|0.61383426|0.08262989|-0.1251896|0.1431941|0.3859562|-0.038255095|0.13857827|-0.42089984|0.27172112|-0.124283366|-0.20816852|-0.49776536|0.3076802|-0.58183676|0.35558763|-0.8375037|-0.4950332|0.7719474|0.7474863|-0.095737785|0.5756796|0.29723442|-0.7630718|-0.23502034|-0.7638005|-0.09572345|-0.90893817|-0.010792375|0.18291867|0.022455946|-0.078672945|-0.042940184|0.016308904|0.32994974|-0.031431153|-0.3166897|-0.11085577|1.0191491|-0.54297626|-0.4089097|0.0327695|-0.55382955|0.43184328|0.30399716|0.14221978|0.06337342|-0.630493|-0.03024885|-0.0016988963|-0.7249131|0.101080924|-0.3466077|0.43373471|0.043162435|-0.12905098|0.094859466|0.09487237|0.9292892|-0.7384602|0.164086|-0.5204191|0.5670182|0.03864602|-0.1450058|0.1133925|-0.12718159|0.2937106|-0.5677029|-0.07662217|-0.035235345|0.060357764|-0.27718508|-0.6323697|0.95704603|-0.25804162|0.24977416|0.38390502|-0.34155402|0.14120352|0.2149062
29;-0.016414225|0.6195701|0.48101982|0.39342126|-0.5643763|-0.37087896|-0.13991168|0.5956346|0.8298749|-0.26810753|0.7358576|0.06659955|0.31946275|0.026597068|0.8232285|0.40050477|0.28162852|-0.8521351|-0.2490435|-0.26837963|0.20482431|-0.058123305|-0.3034811|0.2968074|0.29399687|0.46917737|-0.2911778|-0.32787982|0.37539423|-0.48627317|-0.1967495|-0.24421252|0.2399596|-0.7057072|0.31820136|-0.47634855|-0.41055623|0.4415628|0.5996294|-0.14964242|0.68476534|0.27682096|-0.36525917|-0.66081786|-0.32894948|0.28766382|-0.73814887|0.10807848|0.26978382|0.018097289|0.29263574|-0.06386401|0.31220782|0.6357118|-0.13702554|-0.3328991|-0.49114478|0.08611974|-0.7233689|-0.14356926|-0.64036524|-0.4158729|0.27334893|0.77124846|0.15694717|-0.016649812|0.21197394|0.07898121|0.6414389|0.10452092|-0.5842973|0.103754774|0.26527187|-0.02489093|-0.017466098|-0.17784658|0.1673243|0.5891814|-0.31894508|-0.09670091|-0.2283504|0.13168386|0.059717886|-0.16366133|-0.6761441|0.018581122|0.21456365|-0.22023468|0.14448708|0.76213783|0.07852392|-0.14129514|0.3115604|0.8902247|0.19798657|0.17620538|0.62854785|0.75836885|-0.14824098|0.3239361
30;-0.0032140017|0.74876654|0.18394119|0.37536663|-0.28450024|-0.27225474|-0.7327397|0.26998648|0.85357267|-0.9366169|0.85059804|-0.062898576|-0.2608029|-0.13716422|0.006956935|0.15915634|-0.093501925|-0.7034439|-0.35162765|0.14181226|0.13134553|-0.012338191|-0.06592983|0.42692515|0.25540012|0.18243363|0.43786263|-0.02529785|0.11290536|-0.37903583|0.03577538|-0.13419068|0.036620498|-0.86086565|0.8539065|-1.1113484|-0.036845982|0.65597403|0.49355006|-0.1862309|1.0350094|0.46723318|-0.7485345|-0.5498135|-0.6353098|0.21847294|-0.6175215|-0.4138672|-0.28992298|-0.23828268|0.5201316|0.46923912|0.41261926|0.41749066|-0.45637292|0.19911686|-0.46701682|0.68264085|-0.8682717|0.24256045|-0.27101684|-0.41545817|0.5265898|0.34602708|0.51194876|-0.08174564|-0.21327451|-0.33863866|0.058322906|-0.16810496|-0.66974187|-0.3365969|0.5990485|-0.7913072|0.37027574|-0.24214444|0.119217575|0.5087268|-0.4565997|0.27504963|-0.49778193|0.76380944|-0.5362045|-0.64034116|0.097919405|0.7400136|0.053652346|-0.15836938|0.49918148|0.5395036|-0.6942093|0.1056581|0.2309325|1.0577183|0.21123055|0.5855571|0.032124847|-0.08148405|-0.32904637|0.37006348
31;0.544877|0.6163923|0.66034174|0.2757386|-0.34889984|-0.20708045|0.10891467|0.18847917|0.45135728|-0.8914689|0.14281896|-0.08211416|0.32640162|-0.14055912|0.1008423|0.42052448|0.110132836|-0.7710255|0.037059173|-0.7106151|0.31628639|0.6767311|-0.5615234|0.20006227|0.2140293|0.60320395|-0.17308724|-0.08821303|0.03502661|0.27708277|0.22067274|-0.059766293|0.008731633|-0.32682887|0.83698714|-0.833654|0.16054589|1.1095079|-0.46397766|0.27757084|0.3573161|0.41686064|-0.3238314|-0.20686366|-0.6749519|-0.23551846|-0.9075401|-0.59684896|-0.53078324|-0.17912546|0.108820856|-0.035345092|0.6743798|0.0466851|0.21004024|-0.0926961|-0.3492393|0.62922484|-0.9225644|0.20277336|-0.360884|0.075063914|0.61432785|0.47721916|0.30656466|0.1807502|-0.6591841|0.12890175|0.062484205|0.09015134|-0.21541253|-0.45124727|0.55067295|-0.44698003|0.16133554|0.16868016|0.32565373|0.5661632|-0.68626475|0.29923534|-0.62205625|0.29684907|0.20347634|-0.71885204|-0.38863665|0.8906524|0.22320633|-0.85654783|0.2602504|0.45824084|-0.12463841|0.11111097|0.051508695|0.467937|0.21920589|0.510167|0.11027111|0.35809535|0.054877833|0.1056056
32;0.11134498|0.55166465|0.720525|0.17794903|-0.3765184|-0.19123106|-0.5558818|0.42735195|0.66363484|-0.9383565|0.3578295|-0.08084571|0.05124496|-0.3180111|0.6490196|0.25865662|-0.04488957|-0.1337989|-0.037472278|-0.7352953|0.49221277|0.098064855|-0.14098115|-0.049453795|0.22968715|1.1244528|-0.11462076|0.021528333|-0.09978588|0.02371557|-0.1292683|-0.68306994|0.21005942|-0.73087454|0.30449504|-0.571091|-0.32151264|0.9530366|0.5205926|-0.40908256|0.918882|0.6138773|-0.7637993|-0.04568401|-0.43513015|0.062108442|-1.003511|-0.0771527|0.58753306|0.11144706|0.105640694|0.11964293|-0.115328446|0.30501974|-0.1631349|0.28897712|0.05805528|0.51809937|-0.628701|-0.08164774|0.022054195|-0.8434299|0.27123365|0.2873574|0.44593737|0.16140938|-0.34338555|0.4781028|0.26902595|-0.26283437|0.088976055|-0.45921183|0.76853406|-0.543645|-0.24812911|0.096132345|0.6308814|0.2161881|-0.59164|-0.0103832185|-0.22809978|0.033577323|0.13516131|-0.64769083|-0.3134458|0.7679891|0.1653332|0.039247155|-0.28355256|0.35803288|-0.43016645|0.012522817|-0.43087727|0.4207349|-0.08167691|0.3830741|0.37546223|-0.3529078|0.13307652|0.64057565
33;0.32566202|0.4471173|0.39679798|0.24573915|-0.5848613|-0.14507073|-0.22113383|-0.04865417|0.42542243|-0.58690953|0.5146723|0.37874535|0.49868703|-0.24912003|0.3928443|0.115351364|0.22951394|-0.6311863|-0.07224311|-0.49676633|0.34953493|0.5668138|-0.46448618|0.50779116|0.17984012|0.2734455|0.150727|-0.597494|0.12790051|-0.09712599|-0.17266524|0.1526848|0.31693217|-0.7887601|0.32757232|-0.6212558|-0.05769998|0.46245664|0.009297311|-0.12816295|0.5016841|0.33107278|-0.43986434|-0.025136381|-0.30875447|0.07960973|-0.53156346|-0.54986715|-0.17490587|-0.18312386|0.41087842|0.4479564|0.17056736|0.23946306|0.1689277|-0.12928453|-0.6746961|0.49310046|-0.1811808|-0.020007124|0.07960868|-0.5724272|0.08337325|0.3510193|0.58993816|-0.103859335|-0.4508544|-0.24118118|0.23711698|-0.11867015|-0.095298305|-0.12086855|0.49204114|-0.3021877|0.36713374|-0.44635874|0.48368663|0.7100388|-0.3000645|-0.095593005|-0.36908084|0.11066443|0.1673134|-0.1406381|-0.4129903|0.38507798|0.2523854|-0.4417891|0.25206873|0.62946475|-0.32308343|-0.356116|0.54770696|0.39863482|0.2501677|0.5972936|0.39251828|0.37637728|-0.33879662|-0.049679846
34;0.2181574|0.2470311|0.5195159|0.14387833|-0.80277264|-0.43032867|-0.32432273|0.005616531|0.27155232|-0.79357934|0.48122144|0.497288|0.16181858|0.12995754|0.36832446|0.113713026|0.3047408|-0.59576094|-0.16165027|-0.411884|0.44757605|0.25295842|-0.0879391|0.04533206|0.21444839|0.3482424|0.052376658|0.045514047|0.21415265|0.06817092|0.06784609|0.040663674|0.5173708|-0.7585498|0.45700288|-0.8966359|-0.14582086|0.5684712|0.36506295|-0.0029543713|0.6076971|0.40828672|-0.23410127|-0.3774271|-0.65198094|0.10931879|-0.6098316|-0.39223537|0.10714578|-0.010028049|0.2670647|0.20223579|0.18879211|0.70678055|-0.31946805|0.23131642|-0.013460666|0.50719804|-0.7820767|-0.044542566|-0.40160954|-0.33104667|0.21311611|0.46030763|0.12976459|0.07027877|0.045752972|-0.03575389|0.34777093|-0.12628782|0.004812792|-0.5102707|0.42409718|-0.40540546|-0.18089573|-0.068591654|0.46744168|0.77914476|-0.5009859|-0.097418875|-0.49151367|0.29612434|-0.020551965|-0.4191763|-0.20478757|0.40954864|0.18588707|-0.19603124|-0.09602757|0.72678626|-0.26600367|-0.21385606|-0.070072286|0.25993216|0.4104178|0.3443397|0.45967838|0.2376973|0.17566533|0.67684317
35;0.16451272|0.58775485|0.4191996|0.19008215|-0.59372556|-0.30692524|-0.52818334|0.45517603|0.08781546|-0.24521568|0.38878015|0.31792405|0.60229117|0.26065814|0.49529016|-0.10496166|-0.1488845|-0.4473858|-0.08250983|-0.37120873|0.25670257|0.08911422|-0.36219537|0.50114655|0.28479806|0.66056585|0.1870664|-0.7311129|0.05059257|-0.16016686|0.07400845|-0.3483064|0.43538567|-0.65832186|0.20850943|-0.7265427|-0.48166078|0.15845662|0.22302458|-0.093350396|0.33020273|0.34708187|-0.69433326|-0.5766729|-0.48944932|-0.030319676|-1.0454069|-0.3908326|-0.12946972|-0.0050120205|0.38674587|0.21722206|0.45066124|0.2507115|0.20581424|0.20958805|-0.34833178|0.23856148|-0.28019142|0.16284113|-0.10787041|-0.43310106|0.32541424|0.47985023|0.29051697|-0.07232632|-0.38315314|0.15069917|0.63717765|-0.20544559|-0.36945003|-0.070614025|0.02944386|0.076295435|-0.19851895|-0.33894652|0.23189148|0.38178748|-0.4533898|-0.15394613|-0.29205722|0.006217271|-0.13411608|-0.1690194|-0.031240553|0.45542997|0.32828355|-0.4232428|0.096830845|0.526065|-0.11954457|-0.23914544|0.19531327|0.22802565|0.18921761|0.013644725|0.42450637|0.06272459|0.043262765|0.7468463
36;0.26650926|0.6079774|0.31736585|0.1854204|-0.5775393|-0.5075145|-0.16493069|-0.11986384|0.37106225|-0.61647606|0.31384638|0.603456|0.28080362|-0.3105326|0.61770904|0.42246297|0.1907491|-0.61695164|-0.27162024|-0.30722964|0.48827684|0.09785156|-0.2697971|0.4420135|0.13601181|0.7226655|-0.010968775|-0.21962267|0.45533857|0.14444852|0.06542787|-0.1761708|0.4534856|-0.58086354|0.19643348|-0.39244008|-0.46775958|0.47491685|0.25530523|-0.07784556|0.58741385|0.19520196|-0.09108229|-0.24683177|-0.46553215|0.21194302|-0.68203485|-0.06025949|-0.18396544|-0.19274256|0.19843909|0.106135875|0.3741247|0.5066055|-0.19618116|-0.40122142|-0.25394067|0.1990661|-0.3985681|0.06751398|-0.04962547|-0.3995718|0.12622938|0.3861763|-0.06205958|-0.18163608|-0.22861858|0.0847466|0.41893014|-0.24215278|-0.052612975|-0.23448724|0.10317443|-0.3249035|0.32375166|-0.06018426|0.51665163|0.8217957|-0.4862018|-0.19087835|-0.4842087|0.13096657|0.071227245|-0.017712116|-0.49087995|0.24577585|0.3002612|-0.07344097|0.2782178|0.49582303|-0.23029545|-0.029032022|-0.031260505|0.37655973|-0.20345017|0.46445304|0.39338169|0.38646647|-0.07685698|0.5541855
37;0.36732203|0.55424577|-0.16520295|0.18169734|-0.843277|-0.1482138|0.000649631|-0.13520902|0.67931706|-0.6835877|0.33285952|0.20260613|-0.028950155|-0.50371104|0.40668076|0.6060256|0.085495465|-0.6152648|0.075991616|-0.8187603|0.40039456|0.2545953|-0.070965275|-0.36110762|0.31062698|0.7487055|-0.26132676|-0.15425637|-0.032559365|0.12296793|-0.34519643|0.0275646|0.04569164|-0.32611173|0.5297216|-0.49831158|-0.4119243|0.16557193|0.35508355|-0.34434888|0.7060608|0.28753662|-0.16569908|0.20262161|-0.9078744|0.3065165|-0.7349166|-0.16250604|-0.09533944|0.40785015|0.7787473|0.17350782|-0.02915664|0.43264318|-0.27938387|-0.4502226|-0.3241913|0.2992682|-0.66438544|-0.23332775|0.20648003|0.1985468|0.13948509|0.4697392|0.03647703|0.10131569|-0.6400533|0.58411187|0.24652818|-0.16824898|-0.16348368|-0.4755386|0.36741048|-0.5414517|-0.085188136|0.14185198|0.51331496|0.72929746|-0.42229968|0.001237765|-0.697983|0.7470366|0.046420805|-0.011501253|-0.608616|0.6500282|0.27324703|-0.084217325|-0.602829|0.83488774|-0.41364914|0.19818838|-0.034940436|0.2545902|0.55826455|0.29464233|0.4118906|0.48396766|0.4605528|0.23853274
38;0.27367094|0.80329835|0.2476305|0.28847176|-0.8864422|-1.0476788|-0.16511597|-0.16339836|0.52146685|-0.5868587|0.55759716|0.30226314|0.44265592|-0.36378676|0.123264074|0.44595954|-0.23001724|-0.87569714|-0.48059237|-0.7879866|0.1929168|-0.24315414|0.086456925|0.28965032|0.28121248|0.58945084|0.52131236|-0.23126426|-0.22700588|0.023323655|-0.63323283|0.02381055|0.45031267|-0.6024051|0.47964835|-0.534817|-0.3121492|0.5795472|0.6447397|-0.31014848|0.62112933|0.12183611|0.020073265|-0.18185109|-0.2914065|0.3080504|-0.35502315|-0.953339|-0.39431044|-0.42796463|-0.16075662|0.019281894|0.03312096|0.43488014|-0.6371346|-0.11998622|0.19263768|0.37141058|-0.7958175|-0.12294268|-0.6114029|-0.210357|0.11256842|0.60172164|0.2690048|-0.22863205|-0.73589694|0.44784743|0.09400609|-0.0923852|0.08616084|-0.25503704|-0.1911633|-0.8631003|0.30355442|-0.15711305|0.62782466|0.40020138|0.08764157|0.30439526|-0.92679584|0.6415184|0.43290305|-0.39340264|-0.4245872|0.504526|0.34123528|-0.21176803|0.026659727|0.92991227|-0.04693958|-0.249504|0.47597837|0.17532685|0.044691354|0.1349792|-0.0960792|0.43903267|-0.29055142|0.6509852
39;0.32315975|0.9854028|0.4807749|0.47552758|-0.3904876|-0.24945211|-0.5471245|0.1508415|0.6698768|-0.71674734|0.569345|0.7591338|-0.13598287|-0.10022541|0.39635685|0.24414024|0.35239223|-0.8110998|-0.10944498|-0.43635708|0.22129503|0.05933749|-0.41160426|0.65957737|0.22220539|0.76467264|-0.054107413|-0.2835625|0.091059834|-0.44513854|-0.20756996|-0.22133186|0.10759312|-0.47044846|0.08696425|-0.4279943|-0.7004105|0.68990326|0.58155835|0.027587451|1.0357094|0.06031668|-0.37243187|-0.9365938|-0.6885413|0.067485034|-0.52712965|-0.385848|-0.5632971|-0.43382424|-0.09294224|0.380981|0.32052028|0.1998755|-0.09219298|-0.31729394|-0.33494562|0.63329387|-0.33293474|-0.3762322|-0.1757859|0.34753934|0.07193567|0.33936185|0.5762622|0.024319284|-0.18407354|0.18706831|-0.0653242|-0.23888451|-0.50740457|-0.36177832|0.7858214|-0.19250396|0.2591578|-0.14728497|0.16077644|0.36652812|-0.4116205|0.09655531|-0.42567247|0.088982075|-0.13821128|0.45624566|-0.37277058|0.59510136|0.287508|-0.26056588|-0.05374287|0.4676922|-0.22162026|-0.74388295|-0.034556292|0.42256913|-0.0018551871|0.28712568|0.54263765|0.25337046|0.2294084|0.2177425
